Date,Open,High,Low,Close,Adj Close,Volume
2014-12-12,27598.9609375,27692.3203125,27320.05078125,27350.6796875,27350.6796875,10900
2014-12-15,27136.279296875,27392.1796875,27105.0390625,27319.560546875,27319.560546875,9100
2014-12-16,27181.1796875,27199.369140625,26736.23046875,26781.439453125,26781.439453125,14300
2014-12-17,26724.009765625,26871.91015625,26469.419921875,26710.130859375,26710.130859375,16600
2014-12-18,27053.859375,27180.919921875,26900.5703125,27126.5703125,27126.5703125,11200
2014-12-19,27292.55078125,27497.119140625,27292.140625,27371.83984375,27371.83984375,11800
2014-12-22,27479.869140625,27725.26953125,27382.3203125,27701.7890625,27701.7890625,7400
2014-12-23,27733.119140625,27851.099609375,27475.130859375,27506.4609375,27506.4609375,8600
2014-12-24,27530.259765625,27571.25,27146.51953125,27208.609375,27208.609375,10600
2014-12-30,27478.30078125,27478.30078125,27312.2890625,27403.5390625,27403.5390625,6100
2014-12-31,27358.30078125,27527.240234375,27346.0,27499.419921875,27499.419921875,6500
2015-01-02,27521.279296875,27937.470703125,27519.259765625,27887.900390625,27887.900390625,7400
2015-01-05,27978.4296875,28064.490234375,27786.849609375,27842.3203125,27842.3203125,9200
2015-01-06,27694.23046875,27698.9296875,26937.060546875,26987.4609375,26987.4609375,14100
2015-01-07,26983.4296875,27051.599609375,26776.119140625,26908.8203125,26908.8203125,12200
2015-01-08,27178.76953125,27316.41015625,27101.939453125,27274.7109375,27274.7109375,8200
2015-01-09,27404.189453125,27507.669921875,27119.630859375,27458.380859375,27458.380859375,11100
2015-01-12,27523.859375,27620.66015625,27323.740234375,27585.26953125,27585.26953125,7500
2015-01-13,27611.560546875,27670.189453125,27324.580078125,27425.73046875,27425.73046875,7800
2015-01-14,27432.140625,27512.80078125,27203.25,27346.8203125,27346.8203125,10200
2015-01-15,27831.16015625,28194.609375,27703.69921875,28075.55078125,28075.55078125,16700
2015-01-16,28056.609375,28176.099609375,27945.310546875,28121.890625,28121.890625,12100
2015-01-19,28249.83984375,28334.060546875,28197.359375,28262.009765625,28262.009765625,10900
2015-01-20,28324.849609375,28829.2890625,28324.849609375,28784.669921875,28784.669921875,11100
2015-01-21,28843.08984375,28958.099609375,28792.5703125,28888.859375,28888.859375,15400
2015-01-22,28957.7890625,29060.41015625,28892.23046875,29006.01953125,29006.01953125,11100
2015-01-23,29189.44921875,29408.73046875,29165.560546875,29278.83984375,29278.83984375,11900
2015-01-27,29451.650390625,29618.58984375,29286.08984375,29571.0390625,29571.0390625,11300
2015-01-28,29565.720703125,29786.3203125,29417.669921875,29559.1796875,29559.1796875,11200
2015-01-29,29516.490234375,29740.630859375,29378.30078125,29681.76953125,29681.76953125,12700
2015-01-30,29801.599609375,29844.16015625,29070.48046875,29182.94921875,29182.94921875,15800
2015-02-02,29143.630859375,29268.130859375,28958.51953125,29122.26953125,29122.26953125,18000
2015-02-03,29217.400390625,29253.060546875,28900.41015625,29000.140625,29000.140625,16600
2015-02-04,29129.849609375,29133.619140625,28824.6796875,28883.109375,28883.109375,15800
2015-02-05,28912.380859375,29277.830078125,28753.2890625,28850.970703125,28850.970703125,12800
2015-02-06,28892.2109375,28922.849609375,28647.140625,28717.91015625,28717.91015625,11400
2015-02-09,28566.5,28566.5,28183.3203125,28227.390625,28227.390625,11700
2015-02-10,28122.48046875,28633.720703125,28044.490234375,28355.619140625,28355.619140625,14600
2015-02-11,28450.259765625,28618.91015625,28424.390625,28533.970703125,28533.970703125,13800
2015-02-12,28650.25,28838.51953125,28406.25,28805.099609375,28805.099609375,13800
2015-02-13,28888.990234375,29154.669921875,28835.69921875,29094.9296875,29094.9296875,17600
2015-02-16,29170.76953125,29325.349609375,29083.400390625,29135.880859375,29135.880859375,10500
2015-02-18,29136.0703125,29411.3203125,29126.91015625,29320.259765625,29320.259765625,11000
2015-02-19,29434.91015625,29522.859375,29108.150390625,29462.26953125,29462.26953125,11900
2015-02-20,29446.2109375,29462.08984375,29178.259765625,29231.41015625,29231.41015625,11500
2015-02-23,29316.580078125,29362.9609375,28913.16015625,28975.109375,28975.109375,8800
2015-02-24,29016.55078125,29130.669921875,28875.939453125,29004.66015625,29004.66015625,10200
2015-02-25,29115.3203125,29269.830078125,28967.609375,29007.990234375,29007.990234375,8000
2015-02-26,29051.900390625,29069.130859375,28693.8203125,28746.650390625,28746.650390625,10700
2015-02-27,28865.119140625,29254.01953125,28837.060546875,29220.119140625,29220.119140625,16500
2015-03-02,29533.419921875,29576.3203125,29259.76953125,29459.140625,29459.140625,15300
2015-03-03,29500.189453125,29636.859375,29364.869140625,29593.73046875,29593.73046875,12200
2015-03-04,29937.26953125,30024.740234375,29289.05078125,29380.73046875,29380.73046875,17000
2015-03-05,29436.76953125,29518.3203125,29162.470703125,29448.94921875,29448.94921875,13400
2015-03-09,29316.5390625,29321.060546875,28799.759765625,28844.779296875,28844.779296875,11800
2015-03-10,28924.060546875,28949.109375,28584.490234375,28709.869140625,28709.869140625,11200
2015-03-11,28725.75,28843.23046875,28608.1796875,28659.169921875,28659.169921875,12500
2015-03-12,28798.609375,28971.009765625,28772.7109375,28930.41015625,28930.41015625,11100
2015-03-13,29134.9296875,29183.759765625,28448.48046875,28503.30078125,28503.30078125,11500
2015-03-16,28546.310546875,28581.8203125,28384.08984375,28437.7109375,28437.7109375,11100
2015-03-17,28595.0,28784.349609375,28435.44921875,28736.380859375,28736.380859375,11000
2015-03-18,28766.869140625,28806.970703125,28546.759765625,28622.119140625,28622.119140625,9700
2015-03-19,28805.220703125,28978.740234375,28411.69921875,28469.669921875,28469.669921875,11400
2015-03-20,28465.439453125,28484.359375,28209.66015625,28261.080078125,28261.080078125,13900
2015-03-23,28317.2890625,28385.140625,28163.900390625,28192.01953125,28192.01953125,10000
2015-03-24,28209.330078125,28455.3203125,28130.08984375,28161.720703125,28161.720703125,9700
2015-03-25,28216.08984375,28249.599609375,28031.419921875,28111.830078125,28111.830078125,17400
2015-03-26,27937.619140625,27997.140625,27384.869140625,27457.580078125,27457.580078125,12700
2015-03-27,27649.779296875,27694.41015625,27248.44921875,27458.640625,27458.640625,11400
2015-03-30,27655.7890625,28017.970703125,27624.759765625,27975.859375,27975.859375,11100
2015-03-31,28069.849609375,28180.640625,27868.2109375,27957.490234375,27957.490234375,11100
2015-04-01,27954.859375,28298.33984375,27889.01953125,28260.140625,28260.140625,8100
2015-04-06,28351.939453125,28530.810546875,28221.990234375,28504.4609375,28504.4609375,8300
2015-04-07,28582.330078125,28641.080078125,28274.359375,28516.58984375,28516.58984375,11900
2015-04-08,28601.490234375,28763.060546875,28566.609375,28707.75,28707.75,9800
2015-04-09,28858.419921875,28906.7109375,28622.439453125,28885.2109375,28885.2109375,13100
2015-04-10,28889.26953125,28907.810546875,28756.75,28879.380859375,28879.380859375,8000
2015-04-13,28955.130859375,29072.509765625,28843.939453125,29044.439453125,29044.439453125,8500
2015-04-15,29087.25,29094.609375,28721.630859375,28799.689453125,28799.689453125,10500
2015-04-16,28876.23046875,28876.23046875,28497.69921875,28666.0390625,28666.0390625,8400
2015-04-17,28682.970703125,28696.189453125,28403.759765625,28442.099609375,28442.099609375,13900
2015-04-20,28525.650390625,28539.4609375,27802.369140625,27886.2109375,27886.2109375,19000
2015-04-21,27860.509765625,27976.9296875,27598.2109375,27676.0390625,27676.0390625,20700
2015-04-22,27756.6796875,27947.259765625,27385.48046875,27890.130859375,27890.130859375,11700
2015-04-23,27977.26953125,28087.779296875,27621.1796875,27735.01953125,27735.01953125,11400
2015-04-24,27804.580078125,27829.109375,27344.69921875,27437.939453125,27437.939453125,12000
2015-04-27,27565.490234375,27567.279296875,27141.55078125,27176.990234375,27176.990234375,12100
2015-04-28,27215.609375,27482.140625,27073.25,27396.380859375,27396.380859375,10300
2015-04-29,27395.7109375,27438.9609375,27176.5390625,27225.9296875,27225.9296875,9500
2015-04-30,27242.05078125,27242.05078125,26897.5390625,27011.310546875,27011.310546875,10900
2015-05-04,27204.630859375,27537.849609375,27159.44921875,27490.58984375,27490.58984375,8300
2015-05-05,27561.3203125,27603.7109375,27338.23046875,27440.140625,27440.140625,11300
2015-05-06,27473.359375,27501.150390625,26677.640625,26717.369140625,26717.369140625,14200
2015-05-07,26721.33984375,26850.369140625,26423.990234375,26599.109375,26599.109375,12500
2015-05-08,26814.380859375,27196.279296875,26814.380859375,27105.390625,27105.390625,8800
2015-05-11,27249.419921875,27544.240234375,27231.279296875,27507.30078125,27507.30078125,11300
2015-05-12,27502.91015625,27502.91015625,26837.390625,26877.48046875,26877.48046875,12400
2015-05-13,27023.7109375,27299.80078125,26750.009765625,27251.099609375,27251.099609375,13600
2015-05-14,27290.169921875,27293.990234375,26948.619140625,27206.060546875,27206.060546875,8900
2015-05-15,27233.900390625,27379.5703125,27159.759765625,27324.0,27324.0,9300
2015-05-18,27416.970703125,27725.970703125,27370.279296875,27687.30078125,27687.30078125,7800
2015-05-19,27663.080078125,27872.23046875,27574.0703125,27645.529296875,27645.529296875,10600
2015-05-20,27749.30078125,27903.009765625,27743.990234375,27837.2109375,27837.2109375,16400
2015-05-21,27885.359375,27911.439453125,27712.73046875,27809.349609375,27809.349609375,8400
2015-05-22,27849.5390625,28071.16015625,27828.609375,27957.5,27957.5,17800
2015-05-25,27893.25,27903.2890625,27614.3203125,27643.880859375,27643.880859375,8300
2015-05-26,27633.66015625,27675.939453125,27473.5390625,27531.41015625,27531.41015625,7100
2015-05-27,27447.400390625,27595.80078125,27363.720703125,27564.66015625,27564.66015625,8600
2015-05-28,27619.310546875,27666.369140625,27354.349609375,27506.7109375,27506.7109375,9000
2015-05-29,27553.029296875,27888.3203125,27467.23046875,27828.439453125,27828.439453125,12500
2015-06-01,27770.7890625,27959.4296875,27737.580078125,27848.990234375,27848.990234375,9600
2015-06-02,27890.73046875,27902.529296875,27146.6796875,27188.380859375,27188.380859375,14500
2015-06-03,27230.6796875,27276.220703125,26698.259765625,26837.19921875,26837.19921875,14000
2015-06-04,26940.640625,26948.83984375,26551.970703125,26813.419921875,26813.419921875,11600
2015-06-05,26819.8203125,27014.419921875,26718.439453125,26768.490234375,26768.490234375,11900
2015-06-08,26814.310546875,26827.060546875,26472.869140625,26523.08984375,26523.08984375,7900
2015-06-09,26510.2890625,26604.650390625,26438.3203125,26481.25,26481.25,11000
2015-06-10,26517.3203125,26934.740234375,26493.2890625,26840.5,26840.5,8400
2015-06-11,26959.98046875,27000.140625,26348.9296875,26370.98046875,26370.98046875,11300
2015-06-12,26340.3203125,26489.580078125,26307.0703125,26425.30078125,26425.30078125,9600
2015-06-15,26498.669921875,26728.599609375,26307.83984375,26586.55078125,26586.55078125,11000
2015-06-16,26586.859375,26731.349609375,26379.9296875,26686.509765625,26686.509765625,13100
2015-06-17,26815.41015625,26983.48046875,26728.890625,26832.66015625,26832.66015625,23000
2015-06-18,26916.990234375,27175.390625,26910.259765625,27115.830078125,27115.830078125,10500
2015-06-19,27207.759765625,27404.599609375,27202.380859375,27316.169921875,27316.169921875,8100
2015-06-22,27427.189453125,27782.310546875,27417.029296875,27730.2109375,27730.2109375,8100
2015-06-23,27760.109375,27882.66015625,27666.58984375,27804.369140625,27804.369140625,8600
2015-06-24,27852.3203125,27948.240234375,27647.2890625,27729.669921875,27729.669921875,9400
2015-06-25,27660.220703125,27968.75,27635.759765625,27895.970703125,27895.970703125,10100
2015-06-26,27880.720703125,27921.859375,27675.16015625,27811.83984375,27811.83984375,9600
2015-06-29,27451.0703125,27695.3203125,27209.189453125,27645.150390625,27645.150390625,10900
2015-06-30,27627.390625,27814.529296875,27570.94921875,27780.830078125,27780.830078125,9500
2015-07-01,27823.650390625,28099.25,27799.91015625,28020.869140625,28020.869140625,18400
2015-07-02,28100.380859375,28115.9609375,27906.349609375,27945.80078125,27945.80078125,6800
2015-07-03,27973.119140625,28135.4296875,27897.44921875,28092.7890625,28092.7890625,6000
2015-07-06,27857.19921875,28235.310546875,27774.80078125,28208.759765625,28208.759765625,8300
2015-07-07,28220.109375,28335.23046875,28084.359375,28171.689453125,28171.689453125,8000
2015-07-08,28031.44921875,28031.44921875,27635.720703125,27687.720703125,27687.720703125,13700
2015-07-09,27681.490234375,27798.130859375,27540.599609375,27573.66015625,27573.66015625,8200
2015-07-10,27705.359375,27729.4609375,27530.900390625,27661.400390625,27661.400390625,10800
2015-07-13,27739.3203125,28005.169921875,27635.060546875,27961.189453125,27961.189453125,7800
2015-07-14,27986.919921875,28018.58984375,27853.9609375,27932.900390625,27932.900390625,6900
2015-07-15,28022.140625,28218.369140625,27986.48046875,28198.2890625,28198.2890625,6000
2015-07-16,28259.69921875,28478.4296875,28245.810546875,28446.119140625,28446.119140625,8500
2015-07-17,28480.919921875,28576.3203125,28417.4609375,28463.310546875,28463.310546875,7300
2015-07-20,28544.279296875,28549.130859375,28319.830078125,28420.119140625,28420.119140625,6600
2015-07-21,28381.8203125,28518.060546875,28138.30078125,28182.140625,28182.140625,11700
2015-07-22,28159.419921875,28546.419921875,28070.91015625,28504.9296875,28504.9296875,9500
2015-07-23,28540.970703125,28578.330078125,28315.369140625,28370.83984375,28370.83984375,8900
2015-07-24,28390.5,28402.640625,28083.759765625,28112.310546875,28112.310546875,9300
2015-07-27,28117.650390625,28117.650390625,27529.5703125,27561.380859375,27561.380859375,9500
2015-07-28,27630.2109375,27676.650390625,27416.390625,27459.23046875,27459.23046875,11800
2015-07-29,27540.4609375,27609.2890625,27470.08984375,27563.4296875,27563.4296875,8600
2015-07-30,27685.8203125,27854.4609375,27649.970703125,27705.349609375,27705.349609375,9400
2015-07-31,27814.509765625,28161.169921875,27814.509765625,28114.560546875,28114.560546875,15000
2015-08-03,28089.08984375,28263.349609375,28071.369140625,28187.060546875,28187.060546875,10200
2015-08-04,28225.0390625,28264.720703125,27866.119140625,28071.9296875,28071.9296875,13600
2015-08-05,28138.0390625,28315.7109375,28135.6796875,28223.080078125,28223.080078125,9800
2015-08-06,28291.880859375,28359.9609375,28163.689453125,28298.130859375,28298.130859375,7500
2015-08-07,28327.109375,28335.669921875,28193.9296875,28236.390625,28236.390625,10300
2015-08-10,28250.779296875,28417.58984375,28017.849609375,28101.720703125,28101.720703125,8700
2015-08-11,28193.259765625,28205.119140625,27825.830078125,27866.08984375,27866.08984375,14700
2015-08-12,27880.759765625,27883.330078125,27479.4296875,27512.259765625,27512.259765625,18200
2015-08-13,27635.25,27791.099609375,27496.2890625,27549.529296875,27549.529296875,15900
2015-08-14,27668.060546875,28100.640625,27643.19921875,28067.310546875,28067.310546875,13200
2015-08-17,28093.5390625,28095.970703125,27739.130859375,27878.26953125,27878.26953125,12300
2015-08-18,27949.130859375,28040.73046875,27747.400390625,27831.5390625,27831.5390625,11800
2015-08-19,27851.810546875,28021.390625,27721.25,27931.640625,27931.640625,10900
2015-08-20,27959.189453125,27964.599609375,27564.16015625,27607.8203125,27607.8203125,14400
2015-08-21,27440.099609375,27442.8203125,27131.439453125,27366.0703125,27366.0703125,14000
2015-08-24,26730.400390625,26730.400390625,25624.720703125,25741.560546875,25741.560546875,26000
2015-08-25,25916.259765625,26124.830078125,25298.419921875,26032.380859375,26032.380859375,21200
2015-08-26,26063.26953125,26156.609375,25657.560546875,25714.66015625,25714.66015625,13400
2015-08-27,26137.029296875,26302.76953125,25943.75,26231.189453125,26231.189453125,18600
2015-08-28,26542.83984375,26687.330078125,26270.169921875,26392.380859375,26392.380859375,12100
2015-08-31,26469.419921875,26504.73046875,26215.16015625,26283.08984375,26283.08984375,10000
2015-09-01,26127.0390625,26141.0703125,25579.880859375,25696.439453125,25696.439453125,14000
2015-09-02,25891.94921875,25939.369140625,25395.08984375,25453.560546875,25453.560546875,16200
2015-09-03,25614.689453125,25835.41015625,25555.76953125,25764.779296875,25764.779296875,11300
2015-09-04,25772.580078125,25775.380859375,25119.060546875,25201.900390625,25201.900390625,14100
2015-09-07,25302.98046875,25387.3203125,24851.76953125,24893.810546875,24893.810546875,12800
2015-09-08,24972.009765625,25411.0,24833.5390625,25317.869140625,25317.869140625,12600
2015-09-09,25682.869140625,25820.560546875,25553.609375,25719.580078125,25719.580078125,14400
2015-09-10,25522.9609375,25733.69921875,25287.5,25622.169921875,25622.169921875,14600
2015-09-11,25793.76953125,25875.9609375,25530.41015625,25610.2109375,25610.2109375,11800
2015-09-14,25706.869140625,25891.73046875,25531.0703125,25856.69921875,25856.69921875,8800
2015-09-15,25908.33984375,25909.830078125,25649.369140625,25705.9296875,25705.9296875,11200
2015-09-16,25884.05078125,26006.75,25816.5,25963.970703125,25963.970703125,9600
2015-09-18,26130.359375,26471.8203125,26130.359375,26218.91015625,26218.91015625,56600
2015-09-21,26107.98046875,26233.4609375,25972.5390625,26192.98046875,26192.98046875,8100
2015-09-22,26274.369140625,26339.099609375,25571.33984375,25651.83984375,25651.83984375,13600
2015-09-23,25526.529296875,25934.01953125,25386.48046875,25822.990234375,25822.990234375,11700
2015-09-24,25798.05078125,25949.900390625,25670.9609375,25863.5,25863.5,11800
2015-09-28,25922.7109375,25936.890625,25593.560546875,25616.83984375,25616.83984375,11700
2015-09-29,25496.380859375,26054.369140625,25287.330078125,25778.66015625,25778.66015625,20700
2015-09-30,25986.51953125,26179.69921875,25918.2109375,26154.830078125,26154.830078125,27500
2015-10-01,26344.189453125,26431.80078125,26168.7109375,26220.94921875,26220.94921875,11000
2015-10-05,26379.419921875,26822.419921875,26375.310546875,26785.55078125,26785.55078125,11400
2015-10-06,26976.66015625,27010.26953125,26751.25,26932.880859375,26932.880859375,13600
2015-10-07,26966.859375,27082.279296875,26877.509765625,27035.849609375,27035.849609375,17100
2015-10-08,27116.859375,27120.109375,26762.359375,26845.810546875,26845.810546875,14900
2015-10-09,26974.919921875,27200.439453125,26910.58984375,27079.509765625,27079.509765625,18800
2015-10-12,27242.599609375,27305.0390625,26855.75,26904.109375,26904.109375,18400
2015-10-13,26874.2890625,26918.51953125,26719.099609375,26846.529296875,26846.529296875,10800
2015-10-14,26760.3203125,26869.080078125,26713.279296875,26779.66015625,26779.66015625,10900
2015-10-15,26842.189453125,27037.94921875,26836.76953125,27010.140625,27010.140625,12700
2015-10-16,27062.80078125,27239.220703125,26917.119140625,27214.599609375,27214.599609375,10200
2015-10-19,27305.619140625,27387.91015625,27246.7890625,27364.919921875,27364.919921875,8200
2015-10-20,27402.900390625,27432.0703125,27216.400390625,27306.830078125,27306.830078125,9200
2015-10-21,27312.349609375,27445.240234375,27190.55078125,27287.66015625,27287.66015625,9700
2015-10-23,27466.640625,27555.060546875,27421.7109375,27470.810546875,27470.810546875,9900
2015-10-26,27575.0390625,27618.140625,27318.19921875,27361.9609375,27361.9609375,11300
2015-10-27,27291.060546875,27296.30078125,27209.51953125,27253.439453125,27253.439453125,10100
2015-10-28,27131.7109375,27163.98046875,26919.9609375,27039.759765625,27039.759765625,10500
2015-10-29,27083.69921875,27099.109375,26794.099609375,26838.140625,26838.140625,9900
2015-10-30,26878.48046875,26942.2890625,26585.19921875,26656.830078125,26656.830078125,14000
2015-11-02,26641.689453125,26824.30078125,26378.259765625,26559.150390625,26559.150390625,8800
2015-11-03,26660.7109375,26732.240234375,26514.48046875,26590.58984375,26590.58984375,8500
2015-11-04,26704.01953125,26800.060546875,26510.310546875,26552.919921875,26552.919921875,8000
2015-11-05,26557.80078125,26557.80078125,26243.19921875,26304.19921875,26304.19921875,12300
2015-11-06,26284.009765625,26438.859375,26190.1796875,26265.240234375,26265.240234375,15600
2015-11-09,25809.0,26193.169921875,25656.900390625,26121.400390625,26121.400390625,13300
2015-11-10,26094.08984375,26094.08984375,25709.23046875,25743.259765625,25743.259765625,12800
2015-11-13,25724.08984375,25724.08984375,25540.73046875,25610.529296875,25610.529296875,11500
2015-11-16,25580.150390625,25866.419921875,25451.419921875,25760.099609375,25760.099609375,11300
2015-11-17,25897.880859375,25948.19921875,25732.7890625,25864.470703125,25864.470703125,10700
2015-11-18,25837.7109375,25890.359375,25453.3203125,25482.51953125,25482.51953125,16100
2015-11-19,25640.33984375,25884.51953125,25603.099609375,25841.919921875,25841.919921875,9900
2015-11-20,25856.130859375,26058.759765625,25769.810546875,25868.490234375,25868.490234375,10000
2015-11-23,25945.140625,25958.0390625,25747.009765625,25819.33984375,25819.33984375,10100
2015-11-24,25785.609375,25901.560546875,25703.859375,25775.740234375,25775.740234375,7500
2015-11-26,25769.810546875,26016.0390625,25769.810546875,25958.630859375,25958.630859375,8400
2015-11-27,26003.19921875,26184.650390625,25937.3203125,26128.19921875,26128.19921875,10400
2015-11-30,26142.529296875,26231.060546875,26089.130859375,26145.669921875,26145.669921875,8300
2015-12-01,26201.26953125,26246.01953125,26121.51953125,26169.41015625,26169.41015625,11000
2015-12-02,26239.390625,26256.419921875,26041.6796875,26117.849609375,26117.849609375,10100
2015-12-03,26123.859375,26123.859375,25857.349609375,25886.619140625,25886.619140625,9500
2015-12-04,25810.060546875,25810.060546875,25623.7109375,25638.109375,25638.109375,10500
2015-12-07,25746.029296875,25785.529296875,25477.689453125,25530.109375,25530.109375,8700
2015-12-08,25488.419921875,25542.470703125,25256.7890625,25310.330078125,25310.330078125,12600
2015-12-09,25299.33984375,25316.94921875,25012.220703125,25036.05078125,25036.05078125,11600
2015-12-10,25136.7109375,25289.580078125,25034.140625,25252.3203125,25252.3203125,10900
2015-12-11,25281.76953125,25316.140625,24930.4296875,25044.4296875,25044.4296875,14900
2015-12-14,24935.599609375,25194.150390625,24867.73046875,25150.349609375,25150.349609375,11600
2015-12-15,25186.6796875,25342.779296875,25075.5390625,25320.439453125,25320.439453125,9700
2015-12-16,25402.470703125,25572.900390625,25372.470703125,25494.369140625,25494.369140625,10800
2015-12-17,25596.630859375,25831.310546875,25448.3203125,25803.779296875,25803.779296875,22700
2015-12-18,25764.669921875,25789.509765625,25481.509765625,25519.220703125,25519.220703125,10400
2015-12-21,25425.3203125,25757.83984375,25413.5390625,25735.900390625,25735.900390625,8100
2015-12-22,25731.0703125,25787.2109375,25485.169921875,25590.650390625,25590.650390625,8100
2015-12-23,25697.66015625,25875.26953125,25689.69921875,25850.30078125,25850.30078125,6900
2015-12-24,25893.83984375,25922.470703125,25763.400390625,25838.7109375,25838.7109375,4900
2015-12-28,25858.51953125,26073.41015625,25856.859375,26034.130859375,26034.130859375,6900
2015-12-29,26075.6796875,26133.779296875,25994.44921875,26079.48046875,26079.48046875,6000
